employee_id,guide_id,task_id,role,department,task_order,phase,category,task_name,task_description,task_owner,action_required_by,required,status,joining_date,due_date,is_overdue,evidence,issue_text,ml_target_category,ml_match_score,confidence_band,approved_next_step,next_step_owner,employee_action,reminder_template,escalation_rule,reviewer_action,review_timestamp,source_type,source_reference,ml_text
EMP-314,G060,G060-T07,IT Business Analyst,Business Analysis,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-25,2026-09-27,False,Device assignment confirmation,Onboarding item 'Provision laptop/workstation' is currently completed.,IT Equipment,0.9,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-14T09:00:00,Synthetic onboarding guide,G060,Onboarding item 'Provision laptop/workstation' is currently completed. IT prepares the approved laptop or workstation and records the device assignment.
EMP-314,G060,G060-T08,IT Business Analyst,Business Analysis,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Pending,2026-09-25,2026-09-27,False,,Provision standard system access needs attention; current status is incomplete.,Access Management,0.9,High / Usable,IT should provision standard role access,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-12T22:51:00,Synthetic onboarding guide,G060,Provision standard system access needs attention; current status is incomplete. IT provisions the standard applications and access required for the employee's role.
EMP-314,G060,G060-T09,IT Business Analyst,Business Analysis,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-25,2026-09-25,False,,Onboarding item 'Attend company orientation' is currently incomplete.,Orientation,0.73,High / Usable,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-13T04:05:00,Synthetic onboarding guide,G060,"Onboarding item 'Attend company orientation' is currently incomplete. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-314,G060,G060-T10,IT Business Analyst,Business Analysis,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Pending,2026-09-25,2026-09-26,False,,Employee has pending status for complete security awareness training.,Security,0.89,High / Usable,Complete security awareness training,Employee,Take action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-10T20:08:00,Synthetic onboarding guide,G060,Employee has pending status for complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.
EMP-314,G060,G060-T11,IT Business Analyst,Business Analysis,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-25,2026-09-26,False,,Meet reporting manager needs attention; current status is incomplete.,Manager Setup,0.8,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-10T13:17:00,Synthetic onboarding guide,G060,Meet reporting manager needs attention; current status is incomplete. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-314,G060,G060-T12,IT Business Analyst,Business Analysis,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-25,2026-09-28,False,Team introduction confirmation,Employee has completed status for complete team introduction.,Team Integration,0.9,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-11T20:47:00,Synthetic onboarding guide,G060,Employee has completed status for complete team introduction. Meet key team members and understand team communication and collaboration practices.
EMP-314,G060,G060-T13,IT Business Analyst,Business Analysis,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-25,2026-09-30,False,Onboarding plan acknowledgement,Onboarding item 'Review role-specific onboarding plan' is currently completed.,Onboarding Plan,0.87,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-15T11:00:00,Synthetic onboarding guide,G060,"Onboarding item 'Review role-specific onboarding plan' is currently completed. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-314,G060,G060-T14,IT Business Analyst,Business Analysis,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Pending,2026-09-25,2026-09-30,False,,Confirm required access is pending.,Access Management,0.78,High / Usable,Confirm required system access,Employee,Take action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-13T07:58:00,Synthetic onboarding guide,G060,Confirm required access is pending. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-314,G060,G060-T15,IT Business Analyst,Business Analysis,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Pending,2026-09-25,2026-10-02,False,,Complete first-week check-in is incomplete.,Manager Setup,0.84,High / Usable,Complete the manager check-in,Employee,Take action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-11T03:34:00,Synthetic onboarding guide,G060,"Complete first-week check-in is incomplete. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-314,G060,G060-T16,IT Business Analyst,Business Analysis,16,Role Setup,BA Tools,Get business analysis tools access,Receive access to approved requirements and IT workflow tools.,IT,IT,True,Completed,2026-09-25,2026-09-28,False,Task completion confirmation,Get business analysis tools access is completed.,BA Tools,0.75,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get business analysis tools access.,Escalate to the role manager if Get business analysis tools access is overdue.,None,2026-09-16T07:58:00,Synthetic role-specific guide,G060,Get business analysis tools access is completed. Receive access to approved requirements and IT workflow tools.
EMP-314,G060,G060-T17,IT Business Analyst,Business Analysis,17,Role Setup,IT Knowledge,Review IT requirements and workflows,"Review active IT requirements, stakeholders and workflows.",IT Manager,Employee,True,Completed,2026-09-25,2026-09-30,False,Task completion confirmation,Employee has completed status for review it requirements and workflows.,IT Knowledge,0.8,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review IT requirements and workflows.,Escalate to the role manager if Review IT requirements and workflows is overdue.,None,2026-09-13T14:00:00,Synthetic role-specific guide,G060,"Employee has completed status for review it requirements and workflows. Review active IT requirements, stakeholders and workflows."
EMP-314,G060,G060-T18,IT Business Analyst,Business Analysis,18,Role Setup,Change Process,Review IT change and requirements process,"Review approved requirements, validation and change procedures.",IT Manager,Employee,True,Pending,2026-09-25,2026-09-30,False,,Review IT change and requirements process is incomplete.,Change Process,0.88,High / Usable,Complete or confirm: Review IT change and requirements process,Employee,Take action,Please complete the required onboarding task: Review IT change and requirements process.,Escalate to the role manager if Review IT change and requirements process is overdue.,None,2026-09-11T01:31:00,Synthetic role-specific guide,G060,"Review IT change and requirements process is incomplete. Review approved requirements, validation and change procedures."
EMP-315,G036,G036-T01,Financial Analyst,Finance,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-06,2026-09-06,False,Identity documents submitted,Submit identity verification documents is completed.,Identity & Compliance,0.86,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-11T04:48:00,Synthetic onboarding guide,G036,Submit identity verification documents is completed. Upload the required identity documents for employment verification.
EMP-315,G036,G036-T02,Financial Analyst,Finance,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Completed,2026-09-06,2026-09-06,False,Signed employment agreement,Review and sign employment agreement needs attention; current status is completed.,Employment,0.78,High / Usable,No action required; task is complete.,HR,No employee action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-10T15:16:00,Synthetic onboarding guide,G036,Review and sign employment agreement needs attention; current status is completed. Review the employment agreement and electronically sign it before the joining date.
EMP-315,G036,G036-T03,Financial Analyst,Finance,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-06,2026-09-07,False,Payroll information submitted,Onboarding item 'Submit payroll and bank information' is currently completed.,Payroll,0.68,Medium / Review,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-11T02:09:00,Synthetic onboarding guide,G036,Onboarding item 'Submit payroll and bank information' is currently completed. Provide the approved payroll information required to process salary payments.
EMP-315,G036,G036-T04,Financial Analyst,Finance,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-06,2026-09-07,False,Completed HR form,Complete employee information form is completed.,HR Forms,0.87,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-14T17:42:00,Synthetic onboarding guide,G036,Complete employee information form is completed. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-315,G036,G036-T05,Financial Analyst,Finance,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-06,2026-09-08,False,Policy acknowledgement,Employee has completed status for acknowledge company policies.,Policy,0.76,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-13T06:46:00,Synthetic onboarding guide,G036,Employee has completed status for acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.
EMP-315,G036,G036-T06,Financial Analyst,Finance,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Completed,2026-09-06,2026-09-07,False,Email activation confirmation,Create company email account is completed.,IT Access,0.86,High / Usable,No action required; task is complete.,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-11T20:20:00,Synthetic onboarding guide,G036,Create company email account is completed. IT creates the employee's corporate email account and confirms activation.
EMP-315,G036,G036-T07,Financial Analyst,Finance,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Pending,2026-09-06,2026-08-25,True,,Employee has pending status for provision laptop/workstation.,IT Equipment,0.78,High / Usable,IT should provision and assign the workstation,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-14T06:41:00,Synthetic onboarding guide,G036,Employee has pending status for provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.
EMP-315,G036,G036-T08,Financial Analyst,Finance,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Completed,2026-09-06,2026-09-08,False,Access provisioning record,Employee has completed status for provision standard system access.,Access Management,0.82,High / Usable,No action required; task is complete.,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-10T08:46:00,Synthetic onboarding guide,G036,Employee has completed status for provision standard system access. IT provisions the standard applications and access required for the employee's role.
EMP-315,G036,G036-T09,Financial Analyst,Finance,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Completed,2026-09-06,2026-09-06,False,Orientation attendance,Attend company orientation is completed.,Orientation,0.83,High / Usable,No action required; task is complete.,Employee,No employee action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-14T23:34:00,Synthetic onboarding guide,G036,"Attend company orientation is completed. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-315,G036,G036-T10,Financial Analyst,Finance,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Completed,2026-09-06,2026-09-07,False,Training completion record,Employee has completed status for complete security awareness training.,Security,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-11T04:29:00,Synthetic onboarding guide,G036,Employee has completed status for complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.
EMP-315,G036,G036-T11,Financial Analyst,Finance,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-06,2026-08-30,True,,Meet reporting manager is pending.,Manager Setup,0.8,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-12T05:13:00,Synthetic onboarding guide,G036,Meet reporting manager is pending. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-315,G036,G036-T12,Financial Analyst,Finance,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Pending,2026-09-06,2026-08-28,True,,Complete team introduction is pending.,Team Integration,0.84,High / Usable,Complete the team introduction activities,Employee,Take action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-14T10:52:00,Synthetic onboarding guide,G036,Complete team introduction is pending. Meet key team members and understand team communication and collaboration practices.
EMP-315,G036,G036-T13,Financial Analyst,Finance,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-06,2026-09-11,False,Onboarding plan acknowledgement,Employee has completed status for review role-specific onboarding plan.,Onboarding Plan,0.82,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-14T08:49:00,Synthetic onboarding guide,G036,"Employee has completed status for review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-315,G036,G036-T14,Financial Analyst,Finance,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-06,2026-09-11,False,Access confirmation or access issue,Confirm required access needs attention; current status is completed.,Access Management,0.7,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-09T17:20:00,Synthetic onboarding guide,G036,Confirm required access needs attention; current status is completed. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-315,G036,G036-T15,Financial Analyst,Finance,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Pending,2026-09-06,2026-08-29,True,,Employee has incomplete status for complete first-week check-in.,Manager Setup,0.79,High / Usable,Complete the manager check-in,Employee,Take action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-14T13:12:00,Synthetic onboarding guide,G036,"Employee has incomplete status for complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-315,G036,G036-T16,Financial Analyst,Finance,16,Role Setup,Finance Systems,Get financial analytics access,Receive approved access to reporting and financial analytics tools.,IT,IT,True,Completed,2026-09-06,2026-09-09,False,Task completion confirmation,Get financial analytics access needs attention; current status is completed.,Finance Systems,0.68,Medium / Review,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get financial analytics access.,Escalate to the role manager if Get financial analytics access is overdue.,None,2026-09-12T17:44:00,Synthetic role-specific guide,G036,Get financial analytics access needs attention; current status is completed. Receive approved access to reporting and financial analytics tools.
EMP-315,G036,G036-T17,Financial Analyst,Finance,17,Role Setup,Business Knowledge,Review financial dashboards,Review key financial metrics and reporting sources.,Finance Manager,Employee,True,Completed,2026-09-06,2026-09-11,False,Task completion confirmation,Onboarding item 'Review financial dashboards' is currently completed.,Business Knowledge,0.85,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review financial dashboards.,Escalate to the role manager if Review financial dashboards is overdue.,None,2026-09-10T08:06:00,Synthetic role-specific guide,G036,Onboarding item 'Review financial dashboards' is currently completed. Review key financial metrics and reporting sources.
EMP-315,G036,G036-T18,Financial Analyst,Finance,18,Role Setup,Reporting,Review reporting process,Review approved reporting and analysis workflow.,Finance Manager,Employee,True,Completed,2026-09-06,2026-09-11,False,Task completion confirmation,Onboarding item 'Review reporting process' is currently completed.,Reporting,0.85,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review reporting process.,Escalate to the role manager if Review reporting process is overdue.,None,2026-09-10T01:25:00,Synthetic role-specific guide,G036,Onboarding item 'Review reporting process' is currently completed. Review approved reporting and analysis workflow.
EMP-316,G017,G017-T01,Database Manager,IT,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-09,2026-09-09,False,Identity documents submitted,Onboarding item 'Submit identity verification documents' is currently completed.,Identity & Compliance,0.72,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-11T18:10:00,Synthetic onboarding guide,G017,Onboarding item 'Submit identity verification documents' is currently completed. Upload the required identity documents for employment verification.
EMP-316,G017,G017-T02,Database Manager,IT,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Pending,2026-09-09,2026-09-09,True,,Onboarding item 'Review and sign employment agreement' is currently incomplete.,Employment,0.8,High / Usable,Complete and sign the employment agreement,HR,Take action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-14T15:24:00,Synthetic onboarding guide,G017,Onboarding item 'Review and sign employment agreement' is currently incomplete. Review the employment agreement and electronically sign it before the joining date.
EMP-316,G017,G017-T03,Database Manager,IT,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-09,2026-09-10,False,Payroll information submitted,Onboarding item 'Submit payroll and bank information' is currently completed.,Payroll,0.78,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-10T04:47:00,Synthetic onboarding guide,G017,Onboarding item 'Submit payroll and bank information' is currently completed. Provide the approved payroll information required to process salary payments.
EMP-316,G017,G017-T04,Database Manager,IT,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Pending,2026-09-09,2026-09-10,False,,Employee has pending status for complete employee information form.,HR Forms,0.77,High / Usable,Complete the employee information form,Employee,Take action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-14T05:46:00,Synthetic onboarding guide,G017,Employee has pending status for complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.
EMP-316,G017,G017-T05,Database Manager,IT,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,HR,Employee,True,Completed,2026-09-09,2026-09-11,False,Policy acknowledgement,Acknowledge company policies is completed.,Policy,0.73,High / Usable,No action required; task is complete.,Employee,No employee action,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,None,2026-09-12T04:30:00,Synthetic onboarding guide,G017,Acknowledge company policies is completed. Review and acknowledge the required employee policies and code of conduct.
EMP-316,G017,G017-T06,Database Manager,IT,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,True,Pending,2026-09-09,2026-09-10,False,,Employee has incomplete status for create company email account.,IT Access,0.8,High / Usable,IT should create and activate the company email,IT,No employee action,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,None,2026-09-10T05:34:00,Synthetic onboarding guide,G017,Employee has incomplete status for create company email account. IT creates the employee's corporate email account and confirms activation.
EMP-316,G017,G017-T07,Database Manager,IT,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,True,Completed,2026-09-09,2026-09-11,False,Device assignment confirmation,Provision laptop/workstation is completed.,IT Equipment,0.89,High / Usable,No action required; task is complete.,IT,No employee action,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,None,2026-09-12T23:37:00,Synthetic onboarding guide,G017,Provision laptop/workstation is completed. IT prepares the approved laptop or workstation and records the device assignment.
EMP-316,G017,G017-T08,Database Manager,IT,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,True,Pending,2026-09-09,2026-09-11,False,,Provision standard system access is incomplete.,Access Management,0.77,High / Usable,IT should provision standard role access,IT,No employee action,Your standard system access is being prepared.,Escalate to IT if access is overdue.,None,2026-09-12T14:40:00,Synthetic onboarding guide,G017,Provision standard system access is incomplete. IT provisions the standard applications and access required for the employee's role.
EMP-316,G017,G017-T09,Database Manager,IT,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",HR,Employee,True,Pending,2026-09-09,2026-09-09,True,,Attend company orientation needs attention; current status is pending.,Orientation,0.73,High / Usable,Attend the company orientation,Employee,Take action,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,None,2026-09-15T14:57:00,Synthetic onboarding guide,G017,"Attend company orientation needs attention; current status is pending. Attend the company orientation covering organization, workplace practices and key contacts."
EMP-316,G017,G017-T10,Database Manager,IT,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Security,Employee,True,Pending,2026-09-09,2026-09-10,False,,Onboarding item 'Complete security awareness training' is currently incomplete.,Security,0.75,High / Usable,Complete security awareness training,Employee,Take action,Please complete the required security training.,Escalate to Security/HR if overdue.,None,2026-09-09T10:47:00,Synthetic onboarding guide,G017,Onboarding item 'Complete security awareness training' is currently incomplete. Complete mandatory security and acceptable-use training before full access is granted.
EMP-316,G017,G017-T11,Database Manager,IT,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Manager,Employee,True,Pending,2026-09-09,2026-09-10,False,,Meet reporting manager is pending.,Manager Setup,0.76,High / Usable,Complete the manager onboarding meeting,Employee,Take action,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,None,2026-09-15T15:20:00,Synthetic onboarding guide,G017,Meet reporting manager is pending. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.
EMP-316,G017,G017-T12,Database Manager,IT,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Manager,Employee,True,Completed,2026-09-09,2026-09-12,False,Team introduction confirmation,Employee has completed status for complete team introduction.,Team Integration,0.79,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your team introductions.,Escalate to manager if not completed.,None,2026-09-12T02:27:00,Synthetic onboarding guide,G017,Employee has completed status for complete team introduction. Meet key team members and understand team communication and collaboration practices.
EMP-316,G017,G017-T13,Database Manager,IT,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Manager,Employee,True,Completed,2026-09-09,2026-09-14,False,Onboarding plan acknowledgement,Employee has completed status for review role-specific onboarding plan.,Onboarding Plan,0.73,High / Usable,No action required; task is complete.,Employee,No employee action,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,None,2026-09-15T16:14:00,Synthetic onboarding guide,G017,"Employee has completed status for review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager."
EMP-316,G017,G017-T14,Database Manager,IT,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,IT,Employee,True,Completed,2026-09-09,2026-09-14,False,Access confirmation or access issue,Employee has completed status for confirm required access.,Access Management,0.85,High / Usable,No action required; task is complete.,Employee,No employee action,Please confirm that you can access the required systems.,Escalate missing access to IT.,None,2026-09-10T06:58:00,Synthetic onboarding guide,G017,Employee has completed status for confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.
EMP-316,G017,G017-T15,Database Manager,IT,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Manager,Employee,True,Pending,2026-09-09,2026-09-16,False,,Complete first-week check-in needs attention; current status is pending.,Manager Setup,0.82,High / Usable,Complete the manager check-in,Employee,Take action,Please complete your first-week manager check-in.,Escalate to manager if not completed.,None,2026-09-14T02:15:00,Synthetic onboarding guide,G017,"Complete first-week check-in needs attention; current status is pending. Complete a structured check-in with the manager to review progress, blockers and next priorities."
EMP-316,G017,G017-T16,Database Manager,IT,16,Role Setup,Database Management,Get database management access,Receive approved access to database management tools and environments.,IT,IT,True,Completed,2026-09-09,2026-09-12,False,Task completion confirmation,Employee has completed status for get database management access.,Database Management,0.8,High / Usable,No action required; task is complete.,IT,No employee action,Please complete the required onboarding task: Get database management access.,Escalate to the role manager if Get database management access is overdue.,None,2026-09-09T12:28:00,Synthetic role-specific guide,G017,Employee has completed status for get database management access. Receive approved access to database management tools and environments.
EMP-316,G017,G017-T17,Database Manager,IT,17,Role Setup,Governance,Review database governance,"Review database ownership, standards and change controls.",IT Manager,Employee,True,Completed,2026-09-09,2026-09-14,False,Task completion confirmation,Employee has completed status for review database governance.,Governance,0.82,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review database governance.,Escalate to the role manager if Review database governance is overdue.,None,2026-09-10T09:28:00,Synthetic role-specific guide,G017,"Employee has completed status for review database governance. Review database ownership, standards and change controls."
EMP-316,G017,G017-T18,Database Manager,IT,18,Role Setup,Operations,Review database continuity process,"Review backup, recovery and availability procedures.",IT Manager,Employee,True,Completed,2026-09-09,2026-09-14,False,Task completion confirmation,Review database continuity process needs attention; current status is completed.,Operations,0.91,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete the required onboarding task: Review database continuity process.,Escalate to the role manager if Review database continuity process is overdue.,None,2026-09-13T17:52:00,Synthetic role-specific guide,G017,"Review database continuity process needs attention; current status is completed. Review backup, recovery and availability procedures."
EMP-317,G039,G039-T01,Supply Chain Manager,Supply Chain,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,HR,Employee,True,Completed,2026-09-01,2026-09-01,False,Identity documents submitted,Submit identity verification documents is completed.,Identity & Compliance,0.75,High / Usable,No action required; task is complete.,HR,No employee action,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,None,2026-09-14T15:16:00,Synthetic onboarding guide,G039,Submit identity verification documents is completed. Upload the required identity documents for employment verification.
EMP-317,G039,G039-T02,Supply Chain Manager,Supply Chain,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,HR,Employee,True,Pending,2026-09-01,2026-09-01,True,,Review and sign employment agreement is incomplete.,Employment,0.82,High / Usable,Complete and sign the employment agreement,HR,Take action,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,None,2026-09-10T08:05:00,Synthetic onboarding guide,G039,Review and sign employment agreement is incomplete. Review the employment agreement and electronically sign it before the joining date.
EMP-317,G039,G039-T03,Supply Chain Manager,Supply Chain,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Finance/HR,Employee,True,Completed,2026-09-01,2026-09-02,False,Payroll information submitted,Submit payroll and bank information is completed.,Payroll,0.89,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,None,2026-09-16T01:30:00,Synthetic onboarding guide,G039,Submit payroll and bank information is completed. Provide the approved payroll information required to process salary payments.
EMP-317,G039,G039-T04,Supply Chain Manager,Supply Chain,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,HR,Employee,True,Completed,2026-09-01,2026-09-02,False,Completed HR form,Complete employee information form is completed.,HR Forms,0.84,High / Usable,No action required; task is complete.,Employee,No employee action,Please complete your employee information form.,Escalate to HR if incomplete.,None,2026-09-12T20:59:00,Synthetic onboarding guide,G039,Complete employee information form is completed. Complete required employee profile and emergency-contact information using the onboarding form.
