guide_id,role,department,seniority,job_family,task_id,task_order,phase,category,task_name,task_description,action_required_by,task_owner,due_offset_days,required,expected_evidence,approved_next_step,next_step_owner,reminder_template,escalation_rule,source_type,source_reference,ml_training_text
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G029,Research Scientist. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G029,Research Scientist. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G029,Research Scientist. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G029,"Research Scientist. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G029,Research Scientist. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G029,Research Scientist. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G029,Research Scientist. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G029,"Research Scientist. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G029,Research Scientist. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G029,"Research Scientist. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T16,16,Role Setup,Research Access,Get research environment access,"Receive approved access to research systems, repositories and resources.",IT,IT,3,True,Task completion confirmation,Complete or confirm: Get research environment access,IT,Please complete the required onboarding task: Get research environment access.,Escalate to the role manager if Get research environment access is overdue.,Synthetic role-specific guide,G029,"Research Scientist. Get research environment access. Receive approved access to research systems, repositories and resources.. Owner: IT."
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T17,17,Role Setup,Research Knowledge,Review active research projects,"Review current research questions, milestones and collaborators.",Employee,Research Manager,5,True,Task completion confirmation,Complete or confirm: Review active research projects,Employee,Please complete the required onboarding task: Review active research projects.,Escalate to the role manager if Review active research projects is overdue.,Synthetic role-specific guide,G029,"Research Scientist. Review active research projects. Review current research questions, milestones and collaborators.. Owner: Research Manager."
G029,Research Scientist,Research,Individual Contributor,Technical,G029-T18,18,Role Setup,Research Governance,Review research data and publication process,"Review approved data handling, review and publication procedures.",Employee,Research Manager,5,True,Task completion confirmation,Complete or confirm: Review research data and publication process,Employee,Please complete the required onboarding task: Review research data and publication process.,Escalate to the role manager if Review research data and publication process is overdue.,Synthetic role-specific guide,G029,"Research Scientist. Review research data and publication process. Review approved data handling, review and publication procedures.. Owner: Research Manager."
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G030,Research Assistant. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G030,Research Assistant. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G030,Research Assistant. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G030,Research Assistant. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G030,Research Assistant. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G030,Research Assistant. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G030,Research Assistant. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G030,Research Assistant. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G030,"Research Assistant. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G030,Research Assistant. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G030,Research Assistant. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G030,Research Assistant. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G030,"Research Assistant. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G030,Research Assistant. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G030,"Research Assistant. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T16,16,Role Setup,Research Access,Get research environment access,Receive approved access to research systems and resources.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get research environment access,IT,Please complete the required onboarding task: Get research environment access.,Escalate to the role manager if Get research environment access is overdue.,Synthetic role-specific guide,G030,Research Assistant. Get research environment access. Receive approved access to research systems and resources.. Owner: IT.
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T17,17,Role Setup,Research Knowledge,Review assigned research project,"Review project objectives, tasks and reporting expectations.",Employee,Research Manager,5,True,Task completion confirmation,Complete or confirm: Review assigned research project,Employee,Please complete the required onboarding task: Review assigned research project.,Escalate to the role manager if Review assigned research project is overdue.,Synthetic role-specific guide,G030,"Research Assistant. Review assigned research project. Review project objectives, tasks and reporting expectations.. Owner: Research Manager."
G030,Research Assistant,Research,Individual Contributor,Technical,G030-T18,18,Role Setup,Research Governance,Review research data handling,Review approved data handling and documentation procedures.,Employee,Research Manager,5,True,Task completion confirmation,Complete or confirm: Review research data handling,Employee,Please complete the required onboarding task: Review research data handling.,Escalate to the role manager if Review research data handling is overdue.,Synthetic role-specific guide,G030,Research Assistant. Review research data handling. Review approved data handling and documentation procedures.. Owner: Research Manager.
G031,HR Manager,Human Resources,Manager,Business,G031-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G031,HR Manager. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G031,HR Manager,Human Resources,Manager,Business,G031-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G031,HR Manager. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G031,HR Manager,Human Resources,Manager,Business,G031-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G031,HR Manager. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G031,HR Manager,Human Resources,Manager,Business,G031-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G031,HR Manager. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G031,HR Manager,Human Resources,Manager,Business,G031-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G031,HR Manager. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G031,HR Manager,Human Resources,Manager,Business,G031-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G031,HR Manager. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G031,HR Manager,Human Resources,Manager,Business,G031-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G031,HR Manager. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G031,HR Manager,Human Resources,Manager,Business,G031-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G031,HR Manager. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G031,HR Manager,Human Resources,Manager,Business,G031-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G031,"HR Manager. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G031,HR Manager,Human Resources,Manager,Business,G031-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G031,HR Manager. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G031,HR Manager,Human Resources,Manager,Business,G031-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G031,HR Manager. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G031,HR Manager,Human Resources,Manager,Business,G031-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G031,HR Manager. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G031,HR Manager,Human Resources,Manager,Business,G031-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G031,"HR Manager. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G031,HR Manager,Human Resources,Manager,Business,G031-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G031,HR Manager. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G031,HR Manager,Human Resources,Manager,Business,G031-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G031,"HR Manager. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G031,HR Manager,Human Resources,Manager,Business,G031-T16,16,Role Setup,HR Systems,Get HR system access,Receive approved access to HR information and workflow systems.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get HR system access,IT,Please complete the required onboarding task: Get HR system access.,Escalate to the role manager if Get HR system access is overdue.,Synthetic role-specific guide,G031,HR Manager. Get HR system access. Receive approved access to HR information and workflow systems.. Owner: IT.
G031,HR Manager,Human Resources,Manager,Business,G031-T17,17,Role Setup,HR Policy,Review HR policies and procedures,"Review current HR policies, employee processes and escalation paths.",Employee,HR Director,5,True,Task completion confirmation,Complete or confirm: Review HR policies and procedures,Employee,Please complete the required onboarding task: Review HR policies and procedures.,Escalate to the role manager if Review HR policies and procedures is overdue.,Synthetic role-specific guide,G031,"HR Manager. Review HR policies and procedures. Review current HR policies, employee processes and escalation paths.. Owner: HR Director."
G031,HR Manager,Human Resources,Manager,Business,G031-T18,18,Role Setup,HR Operations,Review onboarding workflow,"Review onboarding ownership, approvals and reporting procedures.",Employee,HR Director,5,True,Task completion confirmation,Complete or confirm: Review onboarding workflow,Employee,Please complete the required onboarding task: Review onboarding workflow.,Escalate to the role manager if Review onboarding workflow is overdue.,Synthetic role-specific guide,G031,"HR Manager. Review onboarding workflow. Review onboarding ownership, approvals and reporting procedures.. Owner: HR Director."
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T01,1,Preboarding,Identity & Compliance,Submit identity verification documents,Upload the required identity documents for employment verification.,Employee,HR,0,True,Identity documents submitted,Request the missing identity document,HR,Please submit the missing identity document.,Escalate to HR if not submitted within 2 business days.,Synthetic onboarding guide,G032,HR Executive. Submit identity verification documents. Upload the required identity documents for employment verification.. Owner: HR.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T02,2,Preboarding,Employment,Review and sign employment agreement,Review the employment agreement and electronically sign it before the joining date.,Employee,HR,0,True,Signed employment agreement,Complete and sign the employment agreement,HR,Please review and sign your employment agreement.,Escalate to HR if signature is overdue.,Synthetic onboarding guide,G032,HR Executive. Review and sign employment agreement. Review the employment agreement and electronically sign it before the joining date.. Owner: HR.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T03,3,Preboarding,Payroll,Submit payroll and bank information,Provide the approved payroll information required to process salary payments.,Employee,Finance/HR,1,True,Payroll information submitted,Submit the missing payroll information,Employee,Please complete your payroll information.,Escalate to HR if payroll information remains missing.,Synthetic onboarding guide,G032,HR Executive. Submit payroll and bank information. Provide the approved payroll information required to process salary payments.. Owner: Finance/HR.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T04,4,Preboarding,HR Forms,Complete employee information form,Complete required employee profile and emergency-contact information using the onboarding form.,Employee,HR,1,True,Completed HR form,Complete the employee information form,Employee,Please complete your employee information form.,Escalate to HR if incomplete.,Synthetic onboarding guide,G032,HR Executive. Complete employee information form. Complete required employee profile and emergency-contact information using the onboarding form.. Owner: HR.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T05,5,Preboarding,Policy,Acknowledge company policies,Review and acknowledge the required employee policies and code of conduct.,Employee,HR,2,True,Policy acknowledgement,Review and acknowledge required policies,Employee,Please review and acknowledge the required policies.,Escalate to HR if acknowledgement is overdue.,Synthetic onboarding guide,G032,HR Executive. Acknowledge company policies. Review and acknowledge the required employee policies and code of conduct.. Owner: HR.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T06,6,Preboarding,IT Access,Create company email account,IT creates the employee's corporate email account and confirms activation.,IT,IT,1,True,Email activation confirmation,IT should create and activate the company email,IT,IT has been asked to activate your company email.,Escalate to IT if activation is overdue.,Synthetic onboarding guide,G032,HR Executive. Create company email account. IT creates the employee's corporate email account and confirms activation.. Owner: IT.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T07,7,Preboarding,IT Equipment,Provision laptop/workstation,IT prepares the approved laptop or workstation and records the device assignment.,IT,IT,2,True,Device assignment confirmation,IT should provision and assign the workstation,IT,IT needs to complete your workstation setup.,Escalate to IT if provisioning is overdue.,Synthetic onboarding guide,G032,HR Executive. Provision laptop/workstation. IT prepares the approved laptop or workstation and records the device assignment.. Owner: IT.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T08,8,Preboarding,Access Management,Provision standard system access,IT provisions the standard applications and access required for the employee's role.,IT,IT,2,True,Access provisioning record,IT should provision standard role access,IT,Your standard system access is being prepared.,Escalate to IT if access is overdue.,Synthetic onboarding guide,G032,HR Executive. Provision standard system access. IT provisions the standard applications and access required for the employee's role.. Owner: IT.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T09,9,Day 1,Orientation,Attend company orientation,"Attend the company orientation covering organization, workplace practices and key contacts.",Employee,HR,0,True,Orientation attendance,Attend the company orientation,Employee,Please attend your scheduled company orientation.,Escalate to HR if attendance is missing.,Synthetic onboarding guide,G032,"HR Executive. Attend company orientation. Attend the company orientation covering organization, workplace practices and key contacts.. Owner: HR."
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T10,10,Day 1,Security,Complete security awareness training,Complete mandatory security and acceptable-use training before full access is granted.,Employee,Security,1,True,Training completion record,Complete security awareness training,Employee,Please complete the required security training.,Escalate to Security/HR if overdue.,Synthetic onboarding guide,G032,HR Executive. Complete security awareness training. Complete mandatory security and acceptable-use training before full access is granted.. Owner: Security.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T11,11,Day 1,Manager Setup,Meet reporting manager,Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.,Employee,Manager,1,True,Manager meeting confirmation,Complete the manager onboarding meeting,Employee,Please attend your manager onboarding meeting.,Escalate to the manager if not scheduled.,Synthetic onboarding guide,G032,HR Executive. Meet reporting manager. Attend the initial meeting with the reporting manager to review responsibilities and first-week priorities.. Owner: Manager.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T12,12,Week 1,Team Integration,Complete team introduction,Meet key team members and understand team communication and collaboration practices.,Employee,Manager,3,True,Team introduction confirmation,Complete the team introduction activities,Employee,Please complete your team introductions.,Escalate to manager if not completed.,Synthetic onboarding guide,G032,HR Executive. Complete team introduction. Meet key team members and understand team communication and collaboration practices.. Owner: Manager.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T13,13,Week 1,Onboarding Plan,Review role-specific onboarding plan,"Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.",Employee,Manager,5,True,Onboarding plan acknowledgement,Review the role-specific onboarding plan,Employee,Please review your role-specific onboarding plan.,Escalate to manager if incomplete.,Synthetic onboarding guide,G032,"HR Executive. Review role-specific onboarding plan. Review the role-specific responsibilities, tools, goals and onboarding expectations with the manager.. Owner: Manager."
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T14,14,Week 1,Access Management,Confirm required access,Employee confirms that all required systems and applications are accessible and reports missing access.,Employee,IT,5,True,Access confirmation or access issue,Confirm required system access,Employee,Please confirm that you can access the required systems.,Escalate missing access to IT.,Synthetic onboarding guide,G032,HR Executive. Confirm required access. Employee confirms that all required systems and applications are accessible and reports missing access.. Owner: IT.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T15,15,Week 2,Manager Setup,Complete first-week check-in,"Complete a structured check-in with the manager to review progress, blockers and next priorities.",Employee,Manager,7,True,Check-in confirmation,Complete the manager check-in,Employee,Please complete your first-week manager check-in.,Escalate to manager if not completed.,Synthetic onboarding guide,G032,"HR Executive. Complete first-week check-in. Complete a structured check-in with the manager to review progress, blockers and next priorities.. Owner: Manager."
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T16,16,Role Setup,HR Systems,Get HR system access,Receive approved access to HR information and workflow systems.,IT,IT,3,True,Task completion confirmation,Complete or confirm: Get HR system access,IT,Please complete the required onboarding task: Get HR system access.,Escalate to the role manager if Get HR system access is overdue.,Synthetic role-specific guide,G032,HR Executive. Get HR system access. Receive approved access to HR information and workflow systems.. Owner: IT.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T17,17,Role Setup,HR Operations,Review onboarding workflow,Review onboarding task ownership and processing steps.,Employee,HR Manager,5,True,Task completion confirmation,Complete or confirm: Review onboarding workflow,Employee,Please complete the required onboarding task: Review onboarding workflow.,Escalate to the role manager if Review onboarding workflow is overdue.,Synthetic role-specific guide,G032,HR Executive. Review onboarding workflow. Review onboarding task ownership and processing steps.. Owner: HR Manager.
G032,HR Executive,Human Resources,Individual Contributor,Business,G032-T18,18,Role Setup,HR Policy,Review employee policies,Review applicable employee policies and procedures.,Employee,HR Manager,5,True,Task completion confirmation,Complete or confirm: Review employee policies,Employee,Please complete the required onboarding task: Review employee policies.,Escalate to the role manager if Review employee policies is overdue.,Synthetic role-specific guide,G032,HR Executive. Review employee policies. Review applicable employee policies and procedures.. Owner: HR Manager.
